Id_Transaksi,Nama_Pembeli,Id_Kategori,Kategori,Sub _Kategori,Id_Alamat,Kota,Tanggal_Transaksi,Wilayah,Sales,Discount,Profit,Negara
OD8925,Ganesh,8925,Oil & Masala,Edible Oil & Ghee,8925,Ramanadhapuram,12/5/2017,Central,870,0.25,43.5,Tamil Nadu
OD8926,Sharon,8926,Fruits & Veggies,Organic Fruits,8926,Vellore,12/21/2016,Central,1611,0.11,257.76,Tamil Nadu
OD8927,Sabeela,8927,Bakery,Biscuits,8927,Tirunelveli,2/3/2018,Central,2139,0.14,128.34,Tamil Nadu
OD8928,James,8928,Snacks,Noodles,8928,Chennai,9/5/2017,Central,2164,0.26,281.32,Tamil Nadu
OD8929,Jonas,8929,Snacks,Noodles,8929,Dindigul,10/27/2018,Central,1276,0.15,484.88,Tamil Nadu
OD8930,Arutra,8930,Beverages,Soft Drinks,8930,Tirunelveli,9/17/2018,Central,1364,0.15,531.96,Tamil Nadu
OD8931,Shree,8931,Fruits & Veggies,Fresh Vegetables,8931,Tirunelveli,3/29/2017,Central,1956,0.31,430.32,Tamil Nadu
OD8932,Kumar,8932,Fruits & Veggies,Fresh Fruits,8932,Ramanadhapuram,6/18/2018,Central,911,0.22,109.32,Tamil Nadu
OD8933,Ravi,8933,Bakery,Cakes,8933,Namakkal,6/12/2017,Central,2417,0.26,652.59,Tamil Nadu
OD8934,Ganesh,8934,Snacks,Cookies,8934,Perambalur,10/20/2015,Central,1985,0.21,833.7,Tamil Nadu
OD8935,Ramesh,8935,Fruits & Veggies,Fresh Fruits,8935,Virudhunagar,5/13/2016,Central,2100,0.16,483,Tamil Nadu
OD8936,Harish,8936,Food Grains,Organic Staples,8936,Viluppuram,2/3/2018,Central,1580,0.1,158,Tamil Nadu
OD8937,Amrish,8937,Beverages,Health Drinks,8937,Bodi,6/12/2017,Central,2404,0.35,552.92,Tamil Nadu
OD8938,Sheeba,8938,Fruits & Veggies,Organic Vegetables,8938,Perambalur,6/12/2017,Central,1333,0.18,506.54,Tamil Nadu
OD8939,Amy,8939,Food Grains,Dals & Pulses,8939,Cumbum,12/8/2016,Central,1203,0.26,168.42,Tamil Nadu
OD8940,Arvind,8940,Beverages,Soft Drinks,8940,Trichy,10/20/2015,Central,1863,0.25,279.45,Tamil Nadu
OD8941,Suresh,8941,Fruits & Veggies,Fresh Fruits,8941,Bodi,6/12/2017,Central,1508,0.11,316.68,Tamil Nadu
OD8942,Jonas,8942,Fruits & Veggies,Fresh Fruits,8942,Perambalur,11/30/2016,Central,757,0.16,280.09,Tamil Nadu
OD8943,Veena,8943,Beverages,Health Drinks,8943,Kanyakumari,6/12/2017,Central,669,0.31,107.04,Tamil Nadu
OD8944,Sharon,8944,Snacks,Noodles,8944,Ooty,9/17/2018,Central,541,0.24,75.74,Tamil Nadu
OD8945,Veena,8945,Oil & Masala,Edible Oil & Ghee,8945,Tenkasi,11/13/2018,Central,758,0.25,325.94,Tamil Nadu
OD8946,Krithika,8946,"Eggs, Meat & Fish",Fish,8946,Trichy,9/2/2017,Central,2479,0.32,347.06,Tamil Nadu
OD8947,Ramesh,8947,"Eggs, Meat & Fish",Chicken,8947,Dindigul,9/10/2017,East,1519,0.28,106.33,Tamil Nadu
OD8948,Aditi,8948,Oil & Masala,Edible Oil & Ghee,8948,Pudukottai,9/3/2018,East,1682,0.34,151.38,Tamil Nadu
OD8949,Jonas,8949,Snacks,Cookies,8949,Perambalur,8/2/2016,East,1955,0.18,801.55,Tamil Nadu
OD8950,Arutra,8950,Bakery,Breads & Buns,8950,Cumbum,9/10/2017,East,1928,0.32,848.32,Tamil Nadu
OD8951,Sheeba,8951,Bakery,Breads & Buns,8951,Madurai,4/4/2017,East,1179,0.23,436.23,Tamil Nadu
OD8952,Malik,8952,Fruits & Veggies,Organic Fruits,8952,Ramanadhapuram,10/3/2018,East,1899,0.23,778.59,Tamil Nadu
OD8953,Jonas,8953,Oil & Masala,Spices,8953,Salem,3/16/2016,East,928,0.3,167.04,Tamil Nadu
OD8954,Vince,8954,"Eggs, Meat & Fish",Chicken,8954,Pudukottai,9/25/2016,East,1020,0.22,183.6,Tamil Nadu
OD8955,Mathew,8955,Fruits & Veggies,Fresh Fruits,8955,Theni,11/22/2016,East,1426,0.3,427.8,Tamil Nadu
OD8956,Sudha,8956,Food Grains,Organic Staples,8956,Virudhunagar,11/27/2016,East,919,0.14,404.36,Tamil Nadu
OD8957,Haseena,8957,Oil & Masala,Spices,8957,Salem,11/17/2015,East,1188,0.34,71.28,Tamil Nadu
OD8958,Esther,8958,Food Grains,Rice,8958,Cumbum,9/19/2017,East,1712,0.1,342.4,Tamil Nadu
OD8959,Harish,8959,Snacks,Noodles,8959,Coimbatore,11/22/2016,East,501,0.18,65.13,Tamil Nadu
OD8960,Sudha,8960,Food Grains,Atta & Flour,8960,Dharmapuri,6/4/2016,East,1580,0.32,616.2,Tamil Nadu
OD8961,Suresh,8961,"Eggs, Meat & Fish",Mutton,8961,Kanyakumari,9/3/2018,East,1534,0.29,245.44,Tamil Nadu
OD8962,Hussain,8962,Snacks,Cookies,8962,Viluppuram,12/18/2017,East,1637,0.25,196.44,Tamil Nadu
OD8963,Harish,8963,Snacks,Chocolates,8963,Nagercoil,11/25/2015,East,1616,0.34,323.2,Tamil Nadu
OD8964,Vinne,8964,Snacks,Cookies,8964,Kanyakumari,11/8/2018,East,1428,0.34,471.24,Tamil Nadu
OD8965,Ramesh,8965,Food Grains,Organic Staples,8965,Tenkasi,10/1/2016,East,1063,0.35,340.16,Tamil Nadu
OD8966,Sheeba,8966,Bakery,Cakes,8966,Vellore,11/27/2016,East,1829,0.11,713.31,Tamil Nadu
OD8967,Akash,8967,Oil & Masala,Spices,8967,Virudhunagar,12/19/2016,East,772,0.24,270.2,Tamil Nadu
OD8968,Alan,8968,Snacks,Chocolates,8968,Cumbum,9/19/2017,East,1125,0.22,236.25,Tamil Nadu
OD8969,Sharon,8969,Food Grains,Dals & Pulses,8969,Krishnagiri,5/31/2016,East,1863,0.15,670.68,Tamil Nadu
OD8970,Verma,8970,Oil & Masala,Masalas,8970,Virudhunagar,1/12/2018,East,1883,0.14,583.73,Tamil Nadu
OD8971,Adavan,8971,Fruits & Veggies,Organic Fruits,8971,Perambalur,11/27/2016,East,842,0.25,244.18,Tamil Nadu
OD8972,Adavan,8972,Fruits & Veggies,Organic Vegetables,8972,Dharmapuri,12/8/2018,East,1759,0.3,422.16,Tamil Nadu
OD8973,Verma,8973,Food Grains,Dals & Pulses,8973,Tirunelveli,12/3/2016,East,2323,0.1,905.97,Tamil Nadu
OD8974,Veena,8974,Fruits & Veggies,Organic Fruits,8974,Chennai,12/5/2017,East,1527,0.11,152.7,Tamil Nadu
OD8975,Arvind,8975,Food Grains,Atta & Flour,8975,Nagercoil,5/13/2018,East,2025,0.33,121.5,Tamil Nadu
OD8976,Muneer,8976,Snacks,Chocolates,8976,Bodi,8/22/2015,East,1522,0.32,578.36,Tamil Nadu
OD8977,Jonas,8977,Oil & Masala,Masalas,8977,Ooty,6/13/2016,East,2192,0.2,854.88,Tamil Nadu
OD8978,Komal,8978,Food Grains,Dals & Pulses,8978,Ramanadhapuram,11/19/2015,East,984,0.12,265.68,Tamil Nadu
OD8979,Shah,8979,Bakery,Biscuits,8979,Salem,9/22/2017,East,2274,0.18,204.66,Tamil Nadu
OD8980,Yusuf,8980,Oil & Masala,Edible Oil & Ghee,8980,Pudukottai,4/29/2016,East,2029,0.19,324.64,Tamil Nadu
OD8981,Suresh,8981,Beverages,Health Drinks,8981,Dindigul,12/8/2017,East,1529,0.11,565.73,Tamil Nadu
OD8982,Jonas,8982,Snacks,Cookies,8982,Madurai,9/23/2017,East,1369,0.24,150.59,Tamil Nadu
OD8983,Malik,8983,Fruits & Veggies,Organic Vegetables,8983,Cumbum,1/11/2017,East,1057,0.33,116.27,Tamil Nadu
OD8984,Amrish,8984,"Eggs, Meat & Fish",Eggs,8984,Pudukottai,1/11/2017,East,706,0.24,63.54,Tamil Nadu
OD8985,Komal,8985,Beverages,Health Drinks,8985,Namakkal,8/12/2017,East,2022,0.29,586.38,Tamil Nadu
OD8986,Vidya,8986,Beverages,Health Drinks,8986,Nagercoil,7/3/2018,East,1483,0.17,281.77,Tamil Nadu
OD8987,Vidya,8987,Fruits & Veggies,Fresh Fruits,8987,Cumbum,7/3/2018,East,1589,0.35,715.05,Tamil Nadu
OD8988,Sudeep,8988,Bakery,Breads & Buns,8988,Krishnagiri,9/23/2017,East,2023,0.24,283.22,Tamil Nadu
OD8989,Sundar,8989,Food Grains,Rice,8989,Theni,9/23/2017,East,544,0.3,27.2,Tamil Nadu
OD8990,Ridhesh,8990,Fruits & Veggies,Organic Vegetables,8990,Chennai,11/30/2016,South,908,0.19,90.8,Tamil Nadu
OD8991,Arvind,8991,Oil & Masala,Edible Oil & Ghee,8991,Tenkasi,11/30/2016,South,1333,0.32,319.92,Tamil Nadu
OD8992,Muneer,8992,Food Grains,Atta & Flour,8992,Krishnagiri,12/25/2018,South,1196,0.23,346.84,Tamil Nadu
OD8993,Muneer,8993,Bakery,Breads & Buns,8993,Madurai,12/25/2018,South,1284,0.32,295.32,Tamil Nadu
OD8994,Ramesh,8994,Oil & Masala,Edible Oil & Ghee,8994,Salem,9/17/2018,South,1545,0.12,463.5,Tamil Nadu
OD8995,Peer,8995,Food Grains,Dals & Pulses,8995,Tirunelveli,9/22/2016,South,1714,0.16,137.12,Tamil Nadu
OD8996,Vidya,8996,Beverages,Soft Drinks,8996,Tirunelveli,12/25/2018,South,894,0.15,107.28,Tamil Nadu
OD8997,Sheeba,8997,Snacks,Chocolates,8997,Vellore,12/10/2018,South,2486,0.34,969.54,Tamil Nadu
OD8998,Komal,8998,Oil & Masala,Masalas,8998,Tenkasi,8/11/2018,South,1309,0.22,130.9,Tamil Nadu
OD8999,Veronica,8999,"Eggs, Meat & Fish",Fish,8999,Trichy,5/26/2016,South,2485,0.15,497,Tamil Nadu
OD9000,Krithika,9000,Bakery,Biscuits,9000,Theni,5/26/2016,South,1792,0.22,286.72,Tamil Nadu
OD9001,Hussain,9001,Bakery,Cakes,9001,Dharmapuri,9/10/2017,South,976,0.13,331.84,Tamil Nadu
OD9002,Jackson,9002,Fruits & Veggies,Organic Fruits,9002,Virudhunagar,12/24/2017,South,2336,0.2,677.44,Tamil Nadu
OD9003,Mathew,9003,Bakery,Breads & Buns,9003,Madurai,5/26/2016,South,1432,0.15,157.52,Tamil Nadu
OD9004,Yadav,9004,Food Grains,Atta & Flour,9004,Kanyakumari,12/29/2017,South,957,0.22,421.08,Tamil Nadu
OD9005,Shah,9005,Beverages,Soft Drinks,9005,Trichy,12/29/2017,South,2397,0.22,1030.71,Tamil Nadu
OD9006,Yadav,9006,Fruits & Veggies,Organic Vegetables,9006,Nagercoil,9/6/2016,South,1568,0.26,423.36,Tamil Nadu
OD9007,Esther,9007,Snacks,Cookies,9007,Tirunelveli,12/24/2017,South,1589,0.12,413.14,Tamil Nadu
OD9008,Ravi,9008,Beverages,Soft Drinks,9008,Namakkal,11/10/2018,South,1334,0.25,200.1,Tamil Nadu
OD9009,Ramesh,9009,Oil & Masala,Edible Oil & Ghee,9009,Kanyakumari,12/9/2018,West,1213,0.21,194.08,Tamil Nadu
OD9010,Veena,9010,Oil & Masala,Edible Oil & Ghee,9010,Trichy,5/19/2018,West,552,0.15,231.84,Tamil Nadu
OD9011,Shree,9011,Food Grains,Organic Staples,9011,Pudukottai,9/1/2017,West,1249,0.11,74.94,Tamil Nadu
OD9012,Hussain,9012,Oil & Masala,Masalas,9012,Tenkasi,11/8/2016,West,1504,0.32,330.88,Tamil Nadu
OD9013,Yusuf,9013,Fruits & Veggies,Organic Fruits,9013,Perambalur,7/25/2015,West,705,0.17,282,Tamil Nadu
OD9014,Haseena,9014,Fruits & Veggies,Organic Vegetables,9014,Cumbum,4/23/2015,West,2402,0.16,768.64,Tamil Nadu
OD9015,James,9015,Food Grains,Atta & Flour,9015,Ramanadhapuram,3/16/2018,West,1202,0.12,480.8,Tamil Nadu
OD9016,Malik,9016,"Eggs, Meat & Fish",Mutton,9016,Dindigul,9/27/2016,West,598,0.25,215.28,Tamil Nadu
OD9017,Ganesh,9017,Beverages,Soft Drinks,9017,Virudhunagar,3/16/2018,West,1598,0.31,575.28,Tamil Nadu
OD9018,Krithika,9018,Bakery,Breads & Buns,9018,Dindigul,11/11/2015,West,1056,0.18,211.2,Tamil Nadu
OD9019,Verma,9019,"Eggs, Meat & Fish",Mutton,9019,Pudukottai,12/9/2018,West,1507,0.35,406.89,Tamil Nadu
OD9020,Shree,9020,Oil & Masala,Masalas,9020,Tenkasi,5/19/2018,West,1217,0.31,535.48,Tamil Nadu
OD9021,James,9021,Oil & Masala,Spices,9021,Perambalur,4/18/2016,West,1049,0.11,251.76,Tamil Nadu
OD9022,Suresh,9022,"Eggs, Meat & Fish",Mutton,9022,Dharmapuri,12/16/2018,West,634,0.12,88.76,Tamil Nadu
OD9023,Yadav,9023,Snacks,Chocolates,9023,Coimbatore,9/27/2016,West,1309,0.24,104.72,Tamil Nadu
OD9024,Arvind,9024,Snacks,Chocolates,9024,Tenkasi,9/24/2018,West,720,0.33,115.2,Tamil Nadu
OD9025,Hafiz,9025,Food Grains,Organic Staples,9025,Nagercoil,10/21/2017,West,770,0.34,331.1,Tamil Nadu
OD9026,Hafiz,9026,Food Grains,Rice,9026,Trichy,11/2/2018,West,2411,0.3,626.86,Tamil Nadu
OD9027,Arutra,9027,Bakery,Cakes,9027,Tenkasi,4/15/2017,West,1483,0.18,163.13,Tamil Nadu
OD9028,Sabeela,9028,Fruits & Veggies,Organic Fruits,9028,Bodi,9/27/2016,West,1334,0.12,333.5,Tamil Nadu
OD9029,Esther,9029,Fruits & Veggies,Organic Fruits,9029,Ooty,11/19/2015,West,2444,0.15,513.24,Tamil Nadu
OD9030,Adavan,9030,Snacks,Chocolates,9030,Tirunelveli,4/12/2016,West,760,0.18,273.6,Tamil Nadu
OD9031,Aditi,9031,Bakery,Breads & Buns,9031,Tenkasi,12/1/2016,West,1341,0.25,415.71,Tamil Nadu
OD9032,Ramesh,9032,Fruits & Veggies,Organic Vegetables,9032,Krishnagiri,9/19/2017,West,1003,0.27,100.3,Tamil Nadu
OD9033,Hussain,9033,Oil & Masala,Edible Oil & Ghee,9033,Dharmapuri,2/26/2018,West,1982,0.34,772.98,Tamil Nadu
OD9034,Yusuf,9034,"Eggs, Meat & Fish",Eggs,9034,Virudhunagar,10/15/2018,West,893,0.13,267.9,Tamil Nadu
OD9035,Rumaiza,9035,Oil & Masala,Masalas,9035,Chennai,12/27/2015,West,1961,0.15,647.13,Tamil Nadu
OD9036,Harish,9036,Food Grains,Dals & Pulses,9036,Dindigul,11/11/2015,West,1425,0.12,85.5,Tamil Nadu
OD9037,Ram,9037,"Eggs, Meat & Fish",Eggs,9037,Viluppuram,2/26/2018,West,1234,0.1,271.48,Tamil Nadu
OD9038,Ravi,9038,Snacks,Cookies,9038,Chennai,2/26/2018,West,1331,0.3,66.55,Tamil Nadu
OD9039,Sudeep,9039,Bakery,Breads & Buns,9039,Theni,7/25/2015,West,1653,0.13,115.71,Tamil Nadu
OD9040,Esther,9040,Food Grains,Atta & Flour,9040,Bodi,9/2/2018,West,2225,0.24,845.5,Tamil Nadu
OD9041,Peer,9041,Fruits & Veggies,Organic Fruits,9041,Salem,11/2/2018,West,2040,0.23,632.4,Tamil Nadu
OD9042,Ram,9042,Beverages,Health Drinks,9042,Chennai,9/17/2016,West,629,0.13,276.76,Tamil Nadu
OD9043,Komal,9043,Food Grains,Atta & Flour,9043,Madurai,12/1/2016,West,1521,0.13,212.94,Tamil Nadu
OD9044,Ridhesh,9044,Fruits & Veggies,Organic Fruits,9044,Trichy,12/1/2016,West,2082,0.28,520.5,Tamil Nadu
OD9045,Roshan,9045,Fruits & Veggies,Fresh Fruits,9045,Viluppuram,12/16/2018,West,1610,0.11,724.5,Tamil Nadu
OD9046,Willams,9046,Food Grains,Dals & Pulses,9046,Tirunelveli,9/24/2018,West,1792,0.28,788.48,Tamil Nadu
OD9047,Ganesh,9047,Snacks,Cookies,9047,Theni,10/21/2017,West,964,0.3,106.04,Tamil Nadu
OD9048,Suresh,9048,"Eggs, Meat & Fish",Fish,9048,Madurai,3/13/2018,West,527,0.13,226.61,Tamil Nadu
OD9049,Hafiz,9049,Beverages,Health Drinks,9049,Vellore,11/2/2018,West,2009,0.35,562.52,Tamil Nadu
OD9050,Sharon,9050,Fruits & Veggies,Fresh Vegetables,9050,Cumbum,3/13/2018,West,1801,0.14,702.39,Tamil Nadu
OD9051,Shree,9051,Fruits & Veggies,Fresh Vegetables,9051,Coimbatore,11/2/2018,West,1530,0.26,306,Tamil Nadu
OD9052,Mathew,9052,Beverages,Soft Drinks,9052,Virudhunagar,4/18/2016,West,727,0.15,109.05,Tamil Nadu
OD9053,Yadav,9053,Beverages,Health Drinks,9053,Kanyakumari,3/13/2018,West,1935,0.18,135.45,Tamil Nadu
OD9054,Rumaiza,9054,Snacks,Cookies,9054,Chennai,10/2/2016,West,519,0.29,140.13,Tamil Nadu
OD9055,Malik,9055,Snacks,Chocolates,9055,Perambalur,9/8/2017,West,873,0.27,314.28,Tamil Nadu
OD9056,Mathew,9056,Food Grains,Dals & Pulses,9056,Vellore,7/4/2016,West,1430,0.15,400.4,Tamil Nadu
OD9057,Ramesh,9057,Snacks,Chocolates,9057,Tenkasi,3/7/2015,West,1654,0.23,512.74,Tamil Nadu
OD9058,Krithika,9058,Beverages,Health Drinks,9058,Coimbatore,9/19/2017,West,1524,0.24,259.08,Tamil Nadu
OD9059,Kumar,9059,Fruits & Veggies,Organic Vegetables,9059,Bodi,10/21/2017,West,2051,0.27,635.81,Tamil Nadu
OD9060,Sharon,9060,Oil & Masala,Spices,9060,Namakkal,8/3/2015,West,2138,0.12,149.66,Tamil Nadu
OD9061,Veronica,9061,Beverages,Soft Drinks,9061,Tenkasi,9/8/2017,West,1021,0.22,316.51,Tamil Nadu
OD9062,Sabeela,9062,Fruits & Veggies,Organic Vegetables,9062,Nagercoil,12/22/2017,West,2003,0.3,540.81,Tamil Nadu
OD9063,Shree,9063,Oil & Masala,Masalas,9063,Tirunelveli,9/2/2018,West,670,0.35,100.5,Tamil Nadu
OD9064,Shree,9064,"Eggs, Meat & Fish",Chicken,9064,Cumbum,11/2/2018,West,1615,0.31,193.8,Tamil Nadu
OD9065,Ridhesh,9065,Oil & Masala,Edible Oil & Ghee,9065,Madurai,3/2/2016,Central,1947,0.16,447.81,Tamil Nadu
OD9066,Anu,9066,Food Grains,Dals & Pulses,9066,Ramanadhapuram,12/28/2018,Central,1423,0.16,213.45,Tamil Nadu
OD9067,Muneer,9067,Fruits & Veggies,Fresh Fruits,9067,Chennai,7/1/2018,Central,1953,0.19,468.72,Tamil Nadu
OD9068,Willams,9068,Beverages,Soft Drinks,9068,Vellore,8/10/2016,Central,550,0.34,209,Tamil Nadu
OD9069,Shree,9069,Snacks,Cookies,9069,Perambalur,1/14/2018,Central,1666,0.29,249.9,Tamil Nadu
OD9070,Vidya,9070,Food Grains,Organic Staples,9070,Krishnagiri,8/23/2017,Central,2109,0.1,168.72,Tamil Nadu
OD9071,Sharon,9071,Oil & Masala,Spices,9071,Krishnagiri,11/10/2016,Central,562,0.33,207.94,Tamil Nadu
OD9072,Akash,9072,Beverages,Health Drinks,9072,Tenkasi,11/5/2017,Central,985,0.15,403.85,Tamil Nadu
OD9073,Malik,9073,Fruits & Veggies,Fresh Vegetables,9073,Chennai,12/1/2016,Central,1512,0.14,589.68,Tamil Nadu
OD9074,Yadav,9074,Beverages,Soft Drinks,9074,Coimbatore,2/20/2018,Central,956,0.13,152.96,Tamil Nadu
OD9075,Roshan,9075,Beverages,Health Drinks,9075,Chennai,5/30/2017,Central,1868,0.3,354.92,Tamil Nadu
OD9076,Akash,9076,Snacks,Noodles,9076,Namakkal,9/12/2015,Central,2043,0.1,755.91,Tamil Nadu
OD9077,Amrish,9077,Bakery,Breads & Buns,9077,Namakkal,8/11/2017,Central,667,0.22,166.75,Tamil Nadu
OD9078,Ganesh,9078,"Eggs, Meat & Fish",Eggs,9078,Chennai,9/7/2015,Central,1566,0.27,407.16,Tamil Nadu
OD9079,Amy,9079,Snacks,Chocolates,9079,Nagercoil,1/14/2018,Central,1649,0.12,478.21,Tamil Nadu
OD9080,Jackson,9080,Snacks,Cookies,9080,Virudhunagar,7/28/2017,Central,693,0.32,166.32,Tamil Nadu
OD9081,Anu,9081,Fruits & Veggies,Organic Fruits,9081,Dindigul,12/1/2016,Central,505,0.34,196.95,Tamil Nadu
OD9082,Arutra,9082,Bakery,Cakes,9082,Dharmapuri,10/15/2017,Central,1055,0.32,253.2,Tamil Nadu
OD9083,Amrish,9083,Bakery,Biscuits,9083,Dharmapuri,6/12/2016,Central,2389,0.35,215.01,Tamil Nadu
OD9084,Shree,9084,Snacks,Chocolates,9084,Perambalur,1/14/2018,Central,2167,0.22,736.78,Tamil Nadu
OD9085,Komal,9085,Fruits & Veggies,Fresh Fruits,9085,Dindigul,12/12/2017,Central,1556,0.16,482.36,Tamil Nadu
OD9086,Willams,9086,Snacks,Chocolates,9086,Nagercoil,8/2/2015,Central,1391,0.35,431.21,Tamil Nadu
OD9087,Ridhesh,9087,Snacks,Noodles,9087,Virudhunagar,9/7/2015,Central,1892,0.12,851.4,Tamil Nadu
OD9088,Amy,9088,Snacks,Noodles,9088,Tirunelveli,2/20/2018,Central,1891,0.23,567.3,Tamil Nadu
OD9089,Jonas,9089,Oil & Masala,Edible Oil & Ghee,9089,Theni,10/15/2017,Central,1259,0.35,151.08,Tamil Nadu
OD9090,Akash,9090,Oil & Masala,Edible Oil & Ghee,9090,Dindigul,5/30/2017,Central,1354,0.11,135.4,Tamil Nadu
OD9091,Ganesh,9091,Food Grains,Rice,9091,Ramanadhapuram,9/5/2017,Central,1451,0.31,551.38,Tamil Nadu
OD9092,Sheeba,9092,"Eggs, Meat & Fish",Fish,9092,Coimbatore,8/10/2016,Central,1652,0.19,264.32,Tamil Nadu
OD9093,Ramesh,9093,Bakery,Cakes,9093,Pudukottai,11/10/2016,Central,736,0.17,95.68,Tamil Nadu
OD9094,Ravi,9094,Fruits & Veggies,Fresh Vegetables,9094,Vellore,9/7/2018,Central,1196,0.15,203.32,Tamil Nadu
OD9095,Willams,9095,Snacks,Noodles,9095,Cumbum,5/17/2015,Central,767,0.11,61.36,Tamil Nadu
OD9096,Esther,9096,Snacks,Noodles,9096,Dharmapuri,11/11/2018,Central,801,0.25,64.08,Tamil Nadu
OD9097,Sabeela,9097,Oil & Masala,Spices,9097,Chennai,8/8/2015,Central,2138,0.19,598.64,Tamil Nadu
OD9098,Ravi,9098,"Eggs, Meat & Fish",Eggs,9098,Dharmapuri,8/23/2017,Central,1311,0.27,367.08,Tamil Nadu
OD9099,Jackson,9099,Snacks,Noodles,9099,Bodi,4/6/2018,Central,1815,0.31,127.05,Tamil Nadu
OD9100,Haseena,9100,Bakery,Cakes,9100,Dindigul,12/1/2016,Central,2396,0.2,551.08,Tamil Nadu
OD9101,Amrish,9101,Food Grains,Dals & Pulses,9101,Viluppuram,11/10/2016,Central,2266,0.32,589.16,Tamil Nadu
OD9102,Surya,9102,Beverages,Soft Drinks,9102,Karur,9/12/2015,Central,856,0.18,273.92,Tamil Nadu
OD9103,Jackson,9103,Bakery,Cakes,9103,Perambalur,8/28/2018,Central,1467,0.17,396.09,Tamil Nadu
OD9104,Esther,9104,Bakery,Breads & Buns,9104,Karur,10/22/2018,Central,1383,0.15,221.28,Tamil Nadu
OD9105,Sudeep,9105,Snacks,Cookies,9105,Krishnagiri,12/22/2016,Central,1769,0.33,495.32,Tamil Nadu
OD9106,Peer,9106,Beverages,Health Drinks,9106,Namakkal,11/16/2015,Central,2493,0.11,448.74,Tamil Nadu
OD9107,Veena,9107,"Eggs, Meat & Fish",Fish,9107,Viluppuram,9/24/2016,Central,1699,0.16,169.9,Tamil Nadu
OD9108,Adavan,9108,"Eggs, Meat & Fish",Fish,9108,Ooty,1/21/2018,Central,1016,0.3,314.96,Tamil Nadu
OD9109,Sudha,9109,Oil & Masala,Spices,9109,Dindigul,10/15/2017,Central,1858,0.24,836.1,Tamil Nadu
OD9110,Hussain,9110,Beverages,Health Drinks,9110,Vellore,8/10/2016,Central,821,0.27,65.68,Tamil Nadu
OD9111,Surya,9111,"Eggs, Meat & Fish",Eggs,9111,Salem,8/23/2017,Central,2191,0.34,328.65,Tamil Nadu
OD9112,Kumar,9112,Snacks,Cookies,9112,Dharmapuri,12/17/2018,Central,1186,0.18,71.16,Tamil Nadu
OD9113,Sundar,9113,"Eggs, Meat & Fish",Mutton,9113,Ramanadhapuram,7/1/2018,Central,1438,0.16,647.1,Tamil Nadu
OD9114,Sheeba,9114,"Eggs, Meat & Fish",Fish,9114,Pudukottai,7/1/2018,Central,2225,0.28,534,Tamil Nadu
OD9115,Esther,9115,Fruits & Veggies,Organic Vegetables,9115,Tenkasi,11/18/2017,Central,959,0.32,249.34,Tamil Nadu
OD9116,Willams,9116,"Eggs, Meat & Fish",Mutton,9116,Virudhunagar,5/30/2017,Central,605,0.25,145.2,Tamil Nadu
OD9117,Esther,9117,Food Grains,Organic Staples,9117,Nagercoil,8/28/2018,Central,2109,0.21,421.8,Tamil Nadu
OD9118,Amrish,9118,Food Grains,Rice,9118,Karur,12/12/2017,Central,980,0.16,294,Tamil Nadu
OD9119,Esther,9119,Bakery,Biscuits,9119,Virudhunagar,5/30/2017,Central,957,0.12,229.68,Tamil Nadu
OD9120,Kumar,9120,Beverages,Soft Drinks,9120,Namakkal,11/5/2017,Central,1614,0.12,516.48,Tamil Nadu
OD9121,Haseena,9121,Oil & Masala,Edible Oil & Ghee,9121,Karur,1/21/2018,Central,1842,0.25,515.76,Tamil Nadu
OD9122,Peer,9122,Beverages,Soft Drinks,9122,Pudukottai,7/5/2016,Central,1087,0.32,250.01,Tamil Nadu
OD9123,Sudeep,9123,Oil & Masala,Edible Oil & Ghee,9123,Madurai,8/2/2015,Central,746,0.2,59.68,Tamil Nadu
OD9124,Peer,9124,Snacks,Chocolates,9124,Trichy,12/28/2018,Central,1250,0.13,525,Tamil Nadu
OD9125,Yadav,9125,Fruits & Veggies,Organic Vegetables,9125,Ooty,11/16/2015,Central,2421,0.25,702.09,Tamil Nadu
OD9126,Haseena,9126,"Eggs, Meat & Fish",Eggs,9126,Vellore,5/29/2018,Central,1032,0.19,185.76,Tamil Nadu
OD9127,Akash,9127,Fruits & Veggies,Organic Fruits,9127,Dindigul,4/17/2017,Central,2147,0.27,880.27,Tamil Nadu
OD9128,Sabeela,9128,Food Grains,Dals & Pulses,9128,Namakkal,11/5/2017,Central,1230,0.29,455.1,Tamil Nadu
OD9129,Jackson,9129,Food Grains,Atta & Flour,9129,Krishnagiri,8/11/2017,Central,1355,0.32,298.1,Tamil Nadu
OD9130,Veena,9130,"Eggs, Meat & Fish",Chicken,9130,Bodi,11/16/2015,Central,1497,0.31,464.07,Tamil Nadu
OD9131,Kumar,9131,Snacks,Noodles,9131,Salem,1/14/2018,Central,2013,0.21,161.04,Tamil Nadu
OD9132,Rumaiza,9132,Beverages,Soft Drinks,9132,Kanyakumari,3/2/2016,Central,786,0.25,275.1,Tamil Nadu
OD9133,James,9133,"Eggs, Meat & Fish",Mutton,9133,Kanyakumari,10/15/2017,Central,2344,0.2,632.88,Tamil Nadu
OD9134,Roshan,9134,"Eggs, Meat & Fish",Mutton,9134,Vellore,11/16/2015,Central,1750,0.33,472.5,Tamil Nadu
OD9135,Malik,9135,Fruits & Veggies,Organic Vegetables,9135,Theni,5/30/2017,Central,2312,0.33,531.76,Tamil Nadu
